Id_POI,Name_POI,Name_english,Longitude,Latitude,Category,Checkin user number,Category_en
B2094655D56CA2FC459B,武汉大学(凌波门), Wuhan University ( Limbo Gate ),114.37062,30.54329,高等院校,1176,College
B2094757D06BAAFD409C,保利心语, Poly heart language,114.325713,30.472708,住宅区,1148,Residential area
B2094655D464A3F94393,中南财经政法大学首义校区, Zhongnan University of Economics and Law Shouyi Campus,114.31317,30.5401,高等院校,1133,College
B2094655D46FA1FF409C,港澳中心, Hong Kong Macau Center,114.28991,30.58242,商场,1126,shopping mall
B2094655D468A3F4459C,中心百货, Central Department Store,114.29017,30.58179,商场,1083,shopping mall
B2094757D069A2F4439C,新世界百货(时尚广场店), new world department store ( Fashion Plaza Store ),114.289853,30.582341,商场,1040,shopping mall
B2094655D464A4F44999,华中师范大学(南门), Huazhong Normal University ( South Gate ),114.35736,30.51424,高等院校,1015,College
B2094757D069A2F8459B,沿江一号MALL, No.1 along the river MALL,114.290092,30.56653,商场,998,shopping mall
B2094655D56EA7F8409B,铜锣湾广场,Causeway Bay Plaza,114.26661,30.55029,住宅区,983,Residential area
B2094757D06FA7FC419F,大洋百货(光谷店), Ocean Department Store ( Optics Valley Store ),114.400688,30.505489,商场,982,shopping mall
B2094757D069A0FB4693,武汉大学口腔医院, Wuhan University Stomatological Hospital,114.365067,30.5224,医院,970,Hospital
B2094655D464A5FD459C,湖北省电视大楼, Hubei Provincial TV Building,114.32519,30.55418,楼宇,963,Building
B2094757D06AA0FE449C,融科天城, Rongtech Skycity,114.296372,30.595606,商场,949,shopping mall
B2094655D464A4FD419D,湖北省妇幼保健院, Hubei Maternal and Child Health Hospital,114.35179,30.52759,医院,940,Hospital
B2094757D068A0FE409D,大洋百货(龙阳店), Ocean Department Store ( Longyang Store ),114.208653,30.561502,商场,929,shopping mall
B2094655D465A0FF449E,泰塑学生公寓, Taisu Student Apartment,114.43273,30.458,住宅区,923,Residential area
B2094655D46EA7FC459C,塔子湖体育中心, Tazi Lake Sports Center,114.28396,30.64028,综合体育馆,918,Comprehensive Stadium
B2094757D064A4F54392,湖北省中医院(光谷院区), Hubei Provincial Hospital of Traditional Chinese Medicine ( Optics Valley Campus ),114.407816,30.507007,医院,913,Hospital
B2094757D069A7F94599,新世界百货(徐东店), new world department store ( Xudongdian ),114.346901,30.588421,商场,904,shopping mall
B2094655D464AAFC4698,武汉王府井百货, Wuhan Wangfujing Department Store,114.291218,30.579419,商场,888,shopping mall
B2094655D56CA2FB469D,万科金色家园, Vanke Golden Home,114.2805,30.58238,住宅区,850,Residential area
B2094757D069A3F84298,古德寺, Good Temple,114.308189,30.618099,寺庙道观,850,Temple
B2094757D06AA0FF419D,武汉理工大学（鉴湖）, Wuhan University of Technology (Jianhu),114.345459,30.512356,高等院校,844,College
B2094757D06AA7F4469F,ATM潮流百货(司门口店), ATM trendy department store ( Simen Store ),114.29806,30.54612,商场,823,shopping mall
B2094757D565A1FE429D,摩尔城商业, Moore City Business,114.209726,30.561644,楼宇,812,Building
B2094655D56EA4FF499A,领秀城, Leading Show City,114.37456,30.5055,住宅区,807,Residential area
B2094750D565A5FA449D,长江大学武汉校区, Yangtze University Wuhan Campus,114.029245,30.530993,高等院校,794,College
B2094655D56CA2FC4498,国立武汉大学(南门), National Wuhan University ( South Gate ),114.35795,30.53301,高等院校,794,College
B2094655D468A2FD479B,武汉市第二医院, Wuhan Second Hospital,114.29486,30.58168,医院,786,Hospital
B2094655D56DABFE419A,武汉大学医学部, Wuhan University School of Medicine,114.3561,30.55326,高等院校,783,College
B2094655D46EA7FC4698,汉口花园, Hankou Garden,114.27001,30.63432,住宅区,783,Residential area
B2094757D069A2F5419A,华中师范大学佑铭体育馆," Youming Gymnasium, Central China Normal University",114.358476,30.515527,综合体育馆,781,Comprehensive Stadium
B2094655D464A4FC4193,中建广场, China Construction Plaza,114.33213,30.53465,楼宇,762,Building
B2094757D069ABF94992,SOGO庄胜崇光百货, SOGO Zhuang Sheng Sogo Department Store,114.274375,30.581755,商场,751,shopping mall
B2094655D56DAAFB499A,武汉科技学院阳光校区, Wuhan University of Science and Technology Sunshine Campus,114.34397,30.37343,高等院校,735,College
B2094655D46DA6FB409C,沿海赛洛城, coastal silo city,114.15935,30.63504,住宅区,723,Residential area
B2094655D56DA0F9429F,新世界百货(汉阳店), new world department store ( Hanyang Store ),114.26641,30.55079,商场,715,shopping mall
B2094757D068AAFD4099,武汉大学经济与管理学院," School of Economics and Management, Wuhan University",114.373037,30.539092,高等院校,692,College
B2094655D464A0FE489B,泰合广场,Thai Hop Square,114.26917,30.57476,楼宇,685,Building
B2094655D464AAF9419D,金地·格林小城(书城路), Gemdale · Green Town ( Shucheng Road ),114.33627,30.49905,住宅区,683,Residential area
B2094655D56CA1F4469F,东立国际, Dongli International,114.314,30.62601,住宅区,675,Residential area
B2094655D464A1FB459F,楚天传媒大厦, Chutian Media Building,114.36608,30.56727,楼宇,674,Building
B2094655D464A1F9439D,麦德龙, Metro,114.357524,30.578116,超级市场,673,supermarket
B2094655D464A6FF4492,湖北中医学院(昙华林), Hubei University of Traditional Chinese Medicine ( Tan Hualin ),114.31414,30.55011,高等院校,671,College
B2094757DA69A7FF4799,武汉经开万达, Wuhan Economic Development Wanda,114.175471,30.507148,商场,661,shopping mall
B2094655D464A0F5479F,融侨华府, Rongqiao Huafu,114.31536,30.56882,住宅区,648,Residential area
B2094655D56DA1FE499D,湖北大学二期学生公寓, Hubei University Phase II Student Housing,114.33222,30.57439,住宅区,647,Residential area
B2094757D06BA0F54492,武汉大学正门, Main entrance of Wuhan University,114.365503,30.529797,高等院校,629,College
B2094757D565A4FD419C,武汉·恒大绿洲, Wuhan · Evergrande Oasis,114.126534,30.550497,住宅区,627,Residential area
B2094655D56CA4F54799,水岸星城, Waterfront Star City,114.34337,30.57578,住宅区,611,Residential area
B2094655D46FABF5439E,苏荷, soho,114.30173,30.58482,酒吧,608,bar
B2094655D56EA0F9449D,湘隆时代广场, Xianglong Times Square,114.16844,30.49864,商场,604,shopping mall
B2094757D16DA2F4409D,武汉理工大学西院大礼堂, The Auditorium of the West Campus of Wuhan University of Technology,114.346759,30.522614,高等院校,600,College
B2094757D069A6FB4098,沃尔玛购物广场(宗关西汇店), Walmart Supercenter ( Zongguan Xihui Store ),114.22216,30.584009,便民商店/便利店,598,Convenience Store/Convenience Store
B2094757D16FA7F84298,湖北省中山医院, Zhongshan Hospital of Hubei Province,114.254111,30.568989,医院,594,Hospital
B2094655D465A3F5459F,保利花园, Poly Garden,114.41265,30.49928,住宅区,589,Residential area
B2094655D468A0FB419B,武汉市普仁医院, Wuhan Puren Hospital,114.38132,30.63113,医院,581,Hospital
B2094757D565A7F84993,积玉桥万达广场, Jiyu Bridge Wanda Plaza,114.310167,30.56509,楼宇,580,Building
B2094655D464A4F5409E,武汉理工大学东院(南门), East Campus of Wuhan University of Technology ( South Gate ),114.35446,30.5138,高等院校,563,College
B2094655D46DA6FE449A,民航小区, Civil Aviation Community,114.23893,30.6282,住宅区,561,Residential area
B2094655D56EA7F44198,中国人民解放军第一六一医院, The 161st Hospital of the Chinese People's Liberation Army,114.30693,30.61427,医院,556,Hospital
B2094655D56EA0FD4099,万科城, Vanke City,114.237632,30.626845,住宅区,554,Residential area
B2094655D56CA4FF4699,人信·汉商银座, people believe · Hanshang Ginza,114.26781,30.54927,住宅区,554,Residential area
B2094655D468A1F8489A,金色华府, Golden Washington,114.28607,30.60939,住宅区,540,Residential area
B2094655D464A4FB489F,华中师范大学音乐学院, Central China Normal University School of Music,114.3614,30.5156,高等院校,531,College
B2094655D56DA1F44998,宝利金国际广场A座, Poly Gold International Plaza A seat,114.29216,30.57633,楼宇,531,Building
B2094655D56CA7F4479A,武汉科技大学人和大学生公寓, Wuhan University of Science and Technology and Student Apartments,114.36517,30.6228,住宅区,524,Residential area
B2094655D465A7FD449E,湖北经济学院逸夫教学楼," Yifu Teaching Building, Hubei University of Economics",114.43498,30.41524,高等院校,518,College
B2094655D468A0FA429E,武汉市儿童医院, Wuhan Children's Hospital,114.287662,30.603421,医院,516,Hospital
B2094757D06FA6FC429E,新世界百货(国贸店),new world department store ( Guomao Store ),114.269829,30.594669,商场,505,shopping mall
B2094655D465A0FC489E,华中师范大学汉口分校教学楼, Central China Normal University Hankou Branch Teaching Building,114.31624,30.41433,高等院校,483,College
B2094655D464A6FE439A,湖北省中医院, Hubei Provincial Hospital of Traditional Chinese Medicine,114.30942,30.55005,医院,482,Hospital
B2094655D464A0FC4099,友谊大厦(友谊路), Friendship Building ( Friendship Road ),114.28005,30.57607,楼宇,480,Building
B2094655D46FABF4469F,武汉市中医医院, Wuhan Traditional Chinese Medicine Hospital,114.29777,30.58851,医院,480,Hospital
B2094655D56CA3FB409F,万达广场B座, Wanda square B seat,114.29087,30.57738,商场,474,shopping mall
B2094655D56CA2FD4992,湖北财税职业学院西区, Hubei Finance and Taxation Vocational College West District,114.29671,30.51535,高等院校,471,College
B2094655D469A6FD489E,南国明珠, Pearl of the South,114.20059,30.54111,住宅区,470,Residential area
B2094655D56CA6FB499A,华润中央公园, China Resources Central Park,114.24243,30.5654,住宅区,467,Residential area
B2094757D068A3FD479B,中商集团中南商业大楼, Zhongnan Commercial Building of Zhongshang Group,114.332359,30.536449,商场,466,shopping mall
B2094655D56CA7FC4892,海虹景(三眼桥北路), Haihongjing ( Sanyanqiao North Road ),114.27838,30.61276,住宅区,465,Residential area
B2094757D069A0FD489D,东湖新村, East Lake New Village,114.369713,30.529554,住宅区,460,Residential area
B2094757D565A5FD4193,中南民族大学工商学院黄家湖校区, South-Central University for Nationalities Business School Huangjiahu Campus,114.271321,30.458993,高等院校,451,College
B2094757D06AA6FE4393,武钢总医院, Wuhan Iron and Steel General Hospital,114.404442,30.631861,医院,451,Hospital
B2094655D464A3FB459C,湖北省人民医院, Hubei Provincial People's Hospital,114.29853,30.53515,医院,451,Hospital
B2094655D464A3FB4293,中南财经政法大学(南门), Zhongnan University of Economics and Law ( South Gate ),114.31231,30.53348,高等院校,448,College
B2094655D56CA2FE419B,武汉大学法学院, Wuhan University Law School,114.37113,30.53927,高等院校,445,College
B2094655D56DAAFC4192,Building of Foreign Languages&&Arts, Building of Foreign Languages&&Arts,114.27237,30.45821,高等院校,441,College
B2094757D068A1FE479B,新世界百货(武昌店), new world department store ( Wuchang store ),114.354042,30.526501,商场,438,shopping mall
B2094655D46DA1F84493,麦德龙(硚口店), Metro ( Qiaokou Store ),114.21219,30.58643,超级市场,429,supermarket
B2094655D46DA6FB429E,融侨锦城, Rongqiao Jincheng,114.20294,30.59378,住宅区,420,Residential area
B2094655D465A0FC4393,武汉长江工商学院综合楼, Wuhan Changjiang University of Commerce and Industry Comprehensive Building,114.27274,30.45927,高等院校,417,College
B2094757D069A7FF469B,武汉中心医院, Wuhan Central Hospital,114.294807,30.581551,医院,412,Hospital
B2094655D56CA4FC429A,武汉市精神病医院, Wuhan Psychiatric Hospital,114.27487,30.57474,医院,406,Hospital
B2094655D468A3FB4398,武汉亚洲心脏病医院, Wuhan Asian Heart Hospital,114.28231,30.58313,医院,403,Hospital
B2094655D56CAAF5429B,观湖苑, Guanhuyuan,114.09002,30.46218,住宅区,402,Residential area
B2094655D56DAAFB4793,中百仓储蔡甸购物广场, Zhongbai Warehouse Caidian Shopping Plaza,114.02786,30.58254,商场,396,shopping mall
B2094655D56CA1F44393,爱家国际华城, Love Home International Huacheng,114.3638,30.59127,住宅区,394,Residential area
B2094757D069AAF5419D,武汉市第四中学, Wuhan No. 4 Middle School,114.217939,30.587096,中学,394,Middle school
B2094655D464A7FD479F,武汉科技学院(东湖校区),Wuhan Institute of Technology ( East Lake Campus ),114.37282,30.57892,高等院校,385,College
B2094655D46BAAF54599,华中师范大学体育学院," School of Physical Education, Central China Normal University",114.35784,30.50988,高等院校,385,College
B2094655D465ABFE459E,武汉市普爱医院, Wuhan Puai Hospital,114.20512,30.59289,医院,382,Hospital
B2094757D065A6F94192,巴黎豪庭, Paris Mansion,114.427232,30.505808,住宅区,381,Residential area
B2094655D464A0FE409B,武汉世界贸易大厦, Wuhan World Trade Building,114.26858,30.58027,楼宇,381,Building
B2094757D565A0F94499,湖北省奥林匹克体育中心办公楼, Hubei Olympic Sports Center Office Building,114.469353,30.475173,楼宇,378,Building
B2094655D46EA7FC449C,统建·同安家园, unified construction · Tongan Home,114.30081,30.64924,住宅区,374,Residential area
B2094757D565A3FC4093,大华南湖公园世家, Dahua South Lake Park Family,114.340113,30.493765,住宅区,371,Residential area
B2094757D565A2FB499F,卡梅尔小镇, carmel town,114.439511,30.428886,住宅区,371,Residential area
B2094757D068A1F5439D,大润发超级市场, RT-Mart Supermarket,114.285004,30.5849,便民商店/便利店,370,Convenience Store/Convenience Store
B2094757D06AA1F54993,未来城·欧拉, future city · Euler,114.353074,30.525481,商场,365,shopping mall
B2094655D464A6FE459B,武汉中学, Wuhan Middle School,114.31275,30.54776,中学,364,Middle school
B2094655D465AAFE4393,武汉市妇女儿童医疗保健中心, Wuhan Women's and Children's Health Care Center,114.28822,30.60227,医院,361,Hospital
B2094757D068AAFA419C,中百仓储(常青店), Zhongbai Warehousing ( evergreen shop ),114.239922,30.62513,超级市场,360,supermarket
B2094655D56CA6FD489A,顶琇·晶城, Dingxiu · Crystal City,114.27156,30.61931,住宅区,356,Residential area
B2094757D069A2FD469B,十五中, fifteen middle school,114.325447,30.537462,中学,356,Middle school
B2094655D464A3FF459E,武汉市第三医院, Wuhan Third Hospital,114.30203,30.54024,医院,356,Hospital
B2094655D56DA2FF449F,金地·国际花园, Gemdale · International Garden,114.3117,30.56222,住宅区,355,Residential area
B2094757D06BA5FB459E,民生银行大厦, Minsheng Bank Building,114.273403,30.594147,楼宇,355,Building
B2094655D56DA4FF499D,湖北经视大厦, Hubei Jingshi Building,114.33769,30.54772,楼宇,353,Building
B2094655D56DA0FC449F,新世界中心A座, New World Center A seat,114.26662,30.57893,楼宇,351,Building
B2094655D56DA5FC4693,湖北大学忠诚学生公寓, Hubei University Loyalty Student Apartment,114.3274,30.57183,住宅区,349,Residential area
B2094655D465ABF5469C,万松园小区(雪松路), Wansongyuan Community ( Cedar Road ),114.26771,30.592,住宅区,349,Residential area
B2094757D06BABFB469F,武警湖北省总队医院, Armed Police Hubei Provincial Corps Hospital,114.316559,30.542244,医院,345,Hospital
B2094655D468A0FA4193,百佳购物广场, PARKnSHOP,114.28566,30.61785,商场,343,shopping mall
B2094757D068A2FD419E,英东游泳跳水馆, Yingdong Swimming and Diving Hall,114.333542,30.548441,运动场所,342,Sports place
B2094655D56CA6FA419E,现代花园, modern garden,114.40716,30.61976,住宅区,341,Residential area
B2094655D469A7FF4698,武汉市财政大学(西院), Wuhan University of Finance ( West Court ),114.19689,30.56599,高等院校,341,College
B2094655D56CA7FA4499,协和医院门诊部, Union Hospital Outpatient Department,114.276022,30.584364,医院,341,Hospital
B2094655D46DABFD4799,武商建二商场, Wushangjian Second Shopping Mall,114.37551,30.62461,商场,340,shopping mall
B2094757D66EA0FE4592,草泥马大厦,Grass Mud Horse Building,114.335486,30.5441,商场,333,shopping mall
B2094757D16FA6F9449D,绿地国际金融城, Greenland International Financial City,114.32645,30.582853,楼宇,331,Building
B2094655D46FAAFA439E,招银大厦, China Merchants Bank Building,114.26367,30.59368,楼宇,331,Building
B2094757D16EA0FA4592,中铁四院, China Railway Fourth Hospital,114.344693,30.601822,楼宇,328,Building
B2094655D56EABFD449C,光谷银座, Optics Valley Ginza,114.39201,30.51143,楼宇,328,Building
B2094655D46DA7FF489B,复兴新村小区, Fuxing Xincun Community,114.24552,30.60416,住宅区,324,Residential area
B2094655D464AAFC429B,平安大厦, Ping An Building,114.2912,30.57877,楼宇,324,Building
B2094655D56DABF5459B,华中师范大学(西门), Huazhong Normal University ( Simon ),114.35848,30.52129,高等院校,323,College
B2094655D56DA3F9489F,武汉音乐学院(湖北省武昌实验小学西南)," Wuhan Conservatory of Music ( Southwest of Wuchang Experimental Primary School, Hubei Province )",114.29492,30.53825,高等院校,323,College
B2094655D465A3F4459D,光谷商业中心, Optics Valley Commercial Center,114.39738,30.50748,楼宇,319,Building
B2094655D46EA0FC4693,武汉市第一中学(常青一路), Wuhan No. 1 Middle School ( Evergreen all the way ),114.25857,30.62374,中学,313,Middle school
B2094655D469A5FD419D,武汉市第十七中学, Wuhan No. 17 Middle School,114.22801,30.58053,中学,310,Middle school
B2094655D56CA5F54493,江欣苑, Jiang Xin Court,114.2471,30.53056,住宅区,309,Residential area
B2094655D465A2FC4799,武汉商业服务学院南二门, South Second Gate of Wuhan Business Service College,114.08647,30.45831,高等院校,309,College
B2094757D564ABF9479A,福星惠誉水岸国际, Fuxing Fitch Waterfront International,114.323945,30.57161,住宅区,308,Residential area
B2094655D465AAF84892,武汉市汉阳医院, Wuhan Hanyang Hospital,114.24461,30.54798,医院,307,Hospital
B2094757D06BAAFA429B,关山中学, Guanshan Middle School,114.408875,30.496799,中学,306,Middle school
B2094655D56CA6FA4293,青扬十街, Qingyang 10th Street,114.39962,30.63853,住宅区,305,Residential area
B2094655D464A6F84392,长春观, Changchun View,114.32059,30.53983,寺庙道观,302,Temple
B2094655D56EA6FE499F,省荣军医院, Provincial Invalids Hospital,114.3767,30.50518,医院,301,Hospital
B2094757D565A7FE459A,佳源花都小区, Jiayuan Huadu Community,114.44611,30.477218,住宅区,297,Residential area
B2094655D46CA2FE459F,黄陂购物广场, Huangpi Shopping Plaza,114.37233,30.88105,商场,296,shopping mall
B2094757D565A5FF439A,汉口北国际商品交易中心, Hankou North International Commodity Trading Center,114.313946,30.699483,楼宇,294,Building
B2094655D46FA4FA4799,福星国际商会大厦, Fuxing International Chamber of Commerce Building,114.27559,30.58848,楼宇,291,Building
B2094757D068A6FB459A,湖北美术学院藏龙岛校区, Hubei Academy of Fine Arts Canglong Island Campus,114.416672,30.418026,高等院校,291,College
B2094655D468ABFD419F,武汉市第四十九中学, Wuhan No. 49 Middle School,114.40606,30.64674,中学,289,Middle school
B2094655D46BA1FC4398,万商·白马, Wanshang · white horse,114.28543,30.56711,商场,287,shopping mall
B2094655D46DA0F5429D,武汉高尔夫城市花园, Wuhan Golf City Garden,114.21353,30.63877,住宅区,286,Residential area
B2094757D06AA4F94099,长江日报社, Changjiang Daily,114.278771,30.603414,楼宇,284,Building
B2094655D465A1F5429B,武汉科技大学黄家湖校区教一楼," 1st Floor, Huangjiahu Campus, Wuhan University of Science and Technology",114.2646,30.44057,高等院校,283,College
B2094655D56CA3FF459C,家乐福超市(武胜路店), Carrefour ( Wusheng Road Store ),114.26892,30.56877,超级市场,283,supermarket
B2094655D56DA3FA469A,武汉大学(西门), Wuhan University ( Simon),114.35462,30.53919,高等院校,281,College
B2094655D56EA4FF409D,复地东湖国际, Forte East Lake International,114.34891,30.56306,住宅区,279,Residential area
B2094655D464A1FB489A,武汉市东湖中学, Wuhan Donghu Middle School,114.36828,30.57482,中学,279,Middle school
B2094655D56EABFF439D,中建康城, China Construction Cannes City,114.40868,30.47179,住宅区,276,Residential area
B2094757D06FA4FC4192,新世界百货(中心店), new world department store ( center store ),114.265419,30.581169,商场,271,shopping mall
B2094757D069A1F4409D,华中科技大学喻园小区, Huazhong University of Science and Technology Yuyuan Community,114.42553,30.515593,住宅区,270,Residential area
B2094655D56CA4FB499F,金桥·港湾花园水木廷苑, Golden Bridge · Harbour Garden Shuimu Tingyuan,114.26171,30.52971,住宅区,269,Residential area
B2094757D565A1FD449A,光谷时代广场, Optics Valley Times Square,114.413295,30.501675,楼宇,268,Building
B2094655D56DA3FD469F,武汉理工大学鉴湖四教堂楼," Jianhu Fourth Church Building, Wuhan University of Technology",114.34629,30.51488,高等院校,265,College
B2094757D069A6FE499D,银泰百货, Intime Department Store,114.333428,30.537339,商场,262,shopping mall
B2094655D56DABF94998,武汉科技大学附属天佑医院, Tianyou Hospital Affiliated to Wuhan University of Science and Technology,114.32603,30.52446,医院,261,Hospital
B2094655D465A3F54692,武汉工程大学科教大楼, Science and Education Building of Wuhan University of Technology,114.39029,30.49948,高等院校,259,College
B2094655D464A6F4499C,家乐福洪山广场店, Carrefour Hongshan Plaza Store,114.33799,30.54817,超级市场,258,supermarket
B2094655D468A2F9409C,湖北省新华医院, Hubei Xinhua Hospital,114.27379,30.60748,医院,256,Hospital
B2094655D464A1FD429B,汉商大厦, Hanshang Building,114.26657,30.54912,楼宇,252,Building
B2094655D465A7FD4393,佛祖岭社区, Fozuling Community,114.44568,30.43815,住宅区,251,Residential area
B2094655D464A6FD429F,湖北省武昌实验中学, Hubei Wuchang Experimental Middle School,114.30328,30.55159,中学,249,Middle school
B2094655D56CA2FC4593,湖北黄陂一中, Hubei Huangpi No.1 Middle School,114.36098,30.90297,中学,248,Middle school
B2094655D465A3F84993,国光大厦, Guoguang Building,114.39973,30.51252,楼宇,248,Building
B2094655D56DAAF4489B,协和医院外科楼, Union Hospital Surgery Building,114.27532,30.58315,医院,246,Hospital
B2094757D068A4FF4592,大洋百货（江汉路店）, Dayang Department Store (Jianghan Road),114.288162,30.583044,商场,246,shopping mall
B2094655D46DA6F94799,香缇美景, Shanti beauty,114.23056,30.61816,住宅区,245,Residential area
B2094655D46BAAF5479F,学雅芳邻, Learn about Avonne,114.36559,30.5047,住宅区,245,Residential area
B2094655D56CA3FE439A,中南国际城A座, Zhongnan International City A seat,114.33007,30.53393,楼宇,245,Building
B2094655D46EA7FC4293,新地·东方明珠, new land · Pearl of the Orient,114.29843,30.63783,住宅区,242,Residential area
B2094655D46AA3F9499A,武汉大学三环学生公寓, Wuhan University Third Ring Student Apartment,114.37429,30.52896,住宅区,241,Residential area
B2094655D56CABFC4699,湖北大学一期学生公寓, Hubei University Phase I Student Housing,114.33745,30.57913,住宅区,240,Residential area
